part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,total_Score,avg_score,math_physics,biology_chemistry,science,humanities,avg_science,avg_humanities,avg_math_physics,avg_bio_chem,avg_english_history_geo,is_high_self_study_per_week,has_more_absences,high_absence_low_study,high_extracurricular_high_study,low_study_high_extracurricular,high_study_low_absence,science_ratio,humanities_ratio,math_ratio,english_ratio,physics_ratio,chemistry_ratio,biology_ratio,history_ratio,geography_ratio,stem_humanities_diff,stem_humanities_ratio,logic_ability,memory_ability,math_score_vs_avg,physics_score_vs_avg,chemistry_score_vs_avg,biology_score_vs_avg,english_score_vs_avg,history_score_vs_avg,geography_score_vs_avg,score_gap,score_variance,score_std,dominant_area_science
0,-0.2817387550689604,0,0.7577212150428292,Lawyer,-0.8224649925724599,0.04596763946242244,0.9213816258547608,1.3162726512586709,-1.1822653036515405,-0.12168155576887041,0.5114800317929257,0.14372795036724892,0.1437279503672519,0.03654228304820524,0.02198563139801147,0.03727655734212535,0.21668486788114893,0.03727655734212535,0.21668486788115016,0.03654228304820524,0.02198563139801147,0.21668486788115016,1,0,0,0,0,0,-0.13286322762301048,0.13286322762301236,-0.969061431456323,-0.3246413516808574,1.0522871209381994,1.5377161450212793,-1.4120634250456523,-0.09667359442907875,0.4081427792804763,-0.11497841115266727,-0.19779377371534346,0.03654228304820524,-0.8027278012695382,-1.0312123499734334,0.9713864530150021,1.4350294838770241,-1.4456196024968464,-0.21854950913027785,-0.02605888722985984,0.474517608391695,0.2845203511674519,-0.12878925702783064,0.02440519038894357,0.10115872172600494
0,-0.6550793723378214,0,2.3781202753125292,Doctor,0.4597026697570597,0.4353122310959982,1.1593721024976085,1.5500807781365855,0.7583404782128886,0.5418493214118965,0.7716861630543137,1.681187041481051,1.6811870414810544,1.0664492929873264,1.520775925295732,1.6584327589318517,0.9072783174492265,1.6584327589318517,0.907278317449227,1.0664492929873264,1.520775925295732,0.907278317449227,1,0,0,0,0,1,0.5339454567139709,-0.533945456713969,-0.5335392674806259,-0.04784435271411208,0.1414089246230736,0.5830476986519124,-0.1389784698702126,-0.11795808833921383,0.16326546936795358,0.8950195017612406,0.48556316945769057,1.0664492929873264,0.8170271290519917,-0.3687704269610338,0.389576105283054,0.8587331164692986,0.020097608935599868,-0.35149117130961727,-0.4224979705856428,-0.13367935830182312,-1.7765993554145372,-1.426449078685328,-1.847913047644268,0.10115872172600494
0,1.9583049485442057,1,-0.3765581271459609,Government Officer,-0.21909197500562713,1.2918703326898648,1.0800419436166593,1.2383366089660328,-1.0385167272171383,-0.370505634711658,1.1186276714028311,0.865867826496459,0.8658678264964623,0.5514957880177658,0.07194530786126882,0.39393092169186517,1.079926679841246,0.39393092169186517,1.079926679841246,0.5514957880177658,0.07194530786126882,1.079926679841246,1,1,0,0,0,0,-0.5051930744460061,0.5051930744460099,-0.505481870714819,-1.2324941953068622,0.9496062632541176,1.154515456813167,-1.4223672158673066,0.7824350015905946,0.4066537519675752,-0.38233079986517227,-0.5496533523297407,0.5514957880177658,0.10838434703632237,-0.7187397447789055,0.7515914327607105,0.9483792180660559,-1.6481984040769406,-0.9098461524628421,1.0097980725062174,0.717796395069102,0.078408380509253,0.051030101444352875,0.20314533046223054,0.10115872172600494
0,0.4649424794687616,0,-1.186757657280811,Artist,-0.9733082469641681,-0.49911478882458366,0.5247308314500148,-0.008640067716178534,0.6864661899956876,-1.531684669778,0.42474465470579637,-0.39205324805119723,-0.3920532480511953,-0.32392517043048713,0.47162271956732765,0.1021228054057144,-0.8623673970689723,0.1021228054057144,-0.8623673970689723,-0.32392517043048713,0.47162271956732765,-0.8623673970689723,0,0,0,0,0,0,0.7992711601113834,-0.7992711601113816,-1.1796360496442326,-1.3561135765300305,0.5358856396434406,-0.08349792342264795,0.7439710918039899,0.03336498239408548,1.2702361754299063,0.6870787549848478,0.7686634655420486,-0.32392517043048713,0.15900168860887018,-0.9187222121034028,0.8162370269531499,0.20559723340721095,0.9972424165572313,-1.4947894660519339,-0.3585561829476126,0.690765418771613,-0.5399275314653438,-0.5942363160000382,-0.492850652918954,0.10115872172600494
0,-0.2817387550689604,1,0.4336414029888892,Software Engineer,1.1384973145197466,1.2140014143631497,1.2387022613785577,-0.554192363764646,0.6145919017784865,-0.45344699435925384,-1.4834336412110491,0.5863298099303131,0.5863298099303151,1.581402797956887,0.07194530786126882,1.0423934023277557,-0.30126021929490926,1.0423934023277557,-0.301260219294908,1.581402797956887,0.07194530786126882,-0.301260219294908,1,0,0,0,0,0,1.0291690552178494,-1.0291690552178476,0.5372338365417024,-0.338715775357133,0.639753458164208,-1.2748672247928903,0.058068665563332206,1.898245230673632,-1.5617898801852896,1.1623718904737457,1.0307303549609355,1.581402797956887,1.2219658616323743,1.0061090358948912,1.0877485225613923,-0.9598020873506331,0.4133388120028422,-0.8433753213731717,1.0737398601442476,-1.9582702583823761,0.3875763364965514,0.4802939968215484,0.5958036761946992,0.10115872172600494
1,-0.6550793723378214,1,1.3248608861372242,Software Engineer,0.8368108057363302,1.1361324960364345,0.04874987816431953,-1.333552786691028,0.3270947489096822,-0.9510951522448291,0.338009277618667,0.14372795036724892,0.1437279503672519,0.6029911385147219,-0.6274901626243341,-0.027569690721463706,0.30300904907715864,-0.027569690721463706,0.3030090490771586,0.6029911385147219,-0.6274901626243341,0.3030090490771586,1,0,0,0,0,1,-0.2516710110238078,0.2516710110238097,0.9858377699999077,-1.4207574675891688,0.07351996897635982,-1.5782155896565147,0.41038583557533875,1.2318437026018105,0.14077303497598986,-0.23380169502489173,-0.31248735131645883,0.6029911385147219,0.9688791537696352,0.8936188980248605,-0.024155697548553342,-1.6129379704127218,0.30609121116632126,-1.1491411443856525,1.227200150475518,0.2853007743092672,0.078408380509253,-0.05587470008636608,0.09805604695397906,0.10115872172600494
0,-0.2817387550689604,1,0.028541637921464184,Teacher,1.0630756873238925,-0.8884593804581594,0.5247308314500148,-0.7100644483499223,-0.8947681507827362,-0.8681537925972331,-0.7028152474268851,-0.718180934045034,-0.718180934045032,1.0664492929873264,-1.0771272507936502,-0.027569690721463706,-1.2939883030490207,-0.027569690721463706,-1.29398830304902,1.0664492929873264,-1.0771272507936502,-1.29398830304902,1,0,0,0,0,0,1.07446279475717,-1.0744627947571663,1.2470965044935112,-0.04784435271411208,0.6365989540461701,-0.8319942890100789,-1.038267893965902,-0.16309663276835282,0.20814473986835388,0.8653136807931845,1.0786613909113292,1.0664492929873264,-1.2076665338499208,1.6185553420761665,0.9972446906919782,-0.4219254777700897,-0.6710535964553092,-0.5641978307965593,-0.6271116910273364,-0.34992716868173984,-0.024647604819846455,-0.13756093305086398,0.015430648566800667,0.10115872172600494
0,-0.6550793723378214,0,-0.8626778452268709,Teacher,-1.4258380101392927,-1.5892796453985958,1.2387022613785577,1.0824645243807562,-0.6072709979139318,-0.038740196121274544,-1.3099628870367905,-0.7880654381865705,-0.7880654381865665,-0.169439118939619,0.2717840137142982,0.06969968137391988,-1.55296084663705,0.06969968137391988,-1.552960846637049,-0.169439118939619,0.2717840137142982,-1.552960846637049,0,0,0,0,0,0,1.3816022810085158,-1.381602281008512,-1.6786817392850135,1.4444525112805169,1.3977026586359451,1.2329506633521334,-0.7529151625667911,-1.0113780252627718,-0.38274652492974626,1.1326660695056894,1.4407924211794443,-0.169439118939619,-1.4607532417126599,-1.2311948172979321,1.8505665340321675,1.6783546167825074,-0.30164519357396186,0.406276303112616,-1.3944131426836912,-0.9716396235240037,0.5936883071547503,0.7796274411075611,0.8470334498427478,0.10115872172600494
1,1.2116237140064836,0,-1.105737704267326,Business Owner,0.761389178540476,-1.667148563725311,-0.9825421872880202,-1.0218086175204752,0.6864661899956876,-1.3658019504828083,-0.7028152474268851,-1.2073724630357892,-1.2073724630357872,-0.11794376844266292,-0.17785307445501794,-0.18968531088043633,-1.9845817526170983,-0.18968531088043633,-1.984581752617097,-0.11794376844266292,-0.17785307445501794,-1.984581752617097,0,1,1,0,0,0,1.581330468925329,-1.5813304689253271,1.0270604125375598,-0.13495812903867138,-1.0449890703315938,-1.1071487733001633,0.9553339470015118,-0.771557203000983,0.8968385199688415,1.1920777114418017,1.683862411505495,-0.11794376844266292,-0.600258434979347,1.5310630126216986,-0.450816619218648,-0.5115715793668469,1.4143164198103664,-0.8433753213731717,-1.2537412098800254,-0.06610191755809815,0.3875763364965514,0.23084945991653705,0.3729119684177178,0.10115872172600494
0,2.3316455658130666,0,-1.267777610294296,Business Owner,-1.3504163829434386,1.0582635777097193,0.3660705136881164,1.5500807781365855,-1.613511032954747,0.7077320407070882,-1.5701690182981785,-0.27557907448196983,-0.2755790744819665,-0.6843926239091795,-0.12789339799176058,-0.5139165511983816,0.17352277728314408,-0.5139165511983816,0.17352277728314408,-0.6843926239091795,-0.12789339799176058,0.17352277728314408,0,1,1,0,0,0,-0.5484767864621344,0.5484767864621363,-1.2606491476360335,0.7511688467324048,0.8406923078578827,2.3258621131187094,-1.6546282757524382,1.2459483421289796,-1.9607670496303544,-0.5902715466415651,-0.5921663534123164,-0.6843926239091795,-0.4484064102617036,-1.4186783804146486,0.5705837690218822,1.9344863356303856,-1.7316132047275676,0.9513371180479072,1.3678720832791826,-1.5528056139200317,1.212024219129347,1.6474751376364245,1.4998375958936438,0.10115872172600494
